+---------------+------------------+-------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+
| s_store_name1 | s_store_id1      | d_week_seq1 | sun_sales_ratio | mon_sales_ratio | tue_sales_ratio | wed_sales_ratio | thu_sales_ratio | fri_sales_ratio | sat_sales_ratio |
| able          | AAAAAAAACAAAAAAA | 5271        | 1.556561        | 1.985323        | 0.302978        | 0.436715        | 1.050296        | 0.737967        | 1.871428        |
| able          | AAAAAAAACAAAAAAA | 5271        | 1.556561        | 1.985323        | 0.302978        | 0.436715        | 1.050296        | 0.737967        | 1.871428        |
| able          | AAAAAAAACAAAAAAA | 5271        | 1.556561        | 1.985323        | 0.302978        | 0.436715        | 1.050296        | 0.737967        | 1.871428        |
| able          | AAAAAAAACAAAAAAA | 5271        | 1.556561        | 1.985323        | 0.302978        | 0.436715        | 1.050296        | 0.737967        | 1.871428        |
| able          | AAAAAAAACAAAAAAA | 5271        | 1.556561        | 1.985323        | 0.302978        | 0.436715        | 1.050296        | 0.737967        | 1.871428        |
| able          | AAAAAAAACAAAAAAA | 5271        | 1.556561        | 1.985323        | 0.302978        | 0.436715        | 1.050296        | 0.737967        | 1.871428        |
| able          | AAAAAAAACAAAAAAA | 5271        | 1.556561        | 1.985323        | 0.302978        | 0.436715        | 1.050296        | 0.737967        | 1.871428        |
| able          | AAAAAAAACAAAAAAA | 5271        | 1.556561        | 1.985323        | 0.302978        | 0.436715        | 1.050296        | 0.737967        | 1.871428        |
| able          | AAAAAAAACAAAAAAA | 5271        | 1.556561        | 1.985323        | 0.302978        | 0.436715        | 1.050296        | 0.737967        | 1.871428        |
| able          | AAAAAAAACAAAAAAA | 5271        | 1.556561        | 1.985323        | 0.302978        | 0.436715        | 1.050296        | 0.737967        | 1.871428        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5272        | 1.071139        | 0.795898        | 0.773641        | 0.648563        | 1.178685        | 1.276801        | 1.174201        |
| able          | AAAAAAAACAAAAAAA | 5273        | 1.178934        | 1.038093        | 0.445778        | 0.738855        | 0.724118        | 1.386717        | 0.737951        |
| able          | AAAAAAAACAAAAAAA | 5273        | 1.178934        | 1.038093        | 0.445778        | 0.738855        | 0.724118        | 1.386717        | 0.737951        |
+---------------+------------------+-------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+
