+-------------+---------+---------------------------------------------------------------------------------------------------------------------+-------------+----------------+-------------+--------------------------------------------------------------------------------------------------------------------+
| r_regionkey | r_name  | r_comment                                                                                                           | n_nationkey | n_name         | n_regionkey | n_comment                                                                                                          |
| 1           | AMERICA | s are. furiously even pinto bea                                                                                     | 21          | VIETNAM        | 2           | lly across the quickly even pinto beans. caref                                                                     |
| 1           | AMERICA | s are. furiously even pinto bea                                                                                     | 22          | RUSSIA         | 3           | uctions. furiously unusual instructions sleep furiously ironic packages. slyly                                     |
| 1           | AMERICA | s are. furiously even pinto bea                                                                                     | 23          | UNITED KINGDOM | 3           | carefully pending courts sleep above the ironic, regular theo                                                      |
| 1           | AMERICA | s are. furiously even pinto bea                                                                                     | 4           | EGYPT          | 4           | usly ironic, pending foxes. even, special instructions nag. sly, final foxes detect slyly fluffily                 |
| 1           | AMERICA | s are. furiously even pinto bea                                                                                     | 6           | FRANCE         | 3           | oggedly. regular packages solve across                                                                             |
| 1           | AMERICA | s are. furiously even pinto bea                                                                                     | 7           | GERMANY        | 3           | ong the regular requests: blithely silent pinto beans hagg                                                         |
| 1           | AMERICA | s are. furiously even pinto bea                                                                                     | 8           | INDIA          | 2           | uriously unusual deposits about the slyly final pinto beans could                                                  |
| 1           | AMERICA | s are. furiously even pinto bea                                                                                     | 9           | INDONESIA      | 2           | d deposits sleep quickly according to the dogged, regular dolphins. special excuses haggle furiously special reque |
| 2           | ASIA    | c, special dependencies around                                                                                      | 10          | IRAN           | 4           | furiously idle platelets nag. express asymptotes s                                                                 |
| 2           | ASIA    | c, special dependencies around                                                                                      | 11          | IRAQ           | 4           | pendencies; slyly express foxes integrate carefully across the reg                                                 |
| 2           | ASIA    | c, special dependencies around                                                                                      | 13          | JORDAN         | 4           | the slyly regular ideas. silent Tiresias affix slyly fu                                                            |
| 2           | ASIA    | c, special dependencies around                                                                                      | 19          | ROMANIA        | 3           | sly blithe requests. thinly bold deposits above the blithely regular accounts nag special, final requests. care    |
| 2           | ASIA    | c, special dependencies around                                                                                      | 20          | SAUDI ARABIA   | 4           | se slyly across the blithely regular deposits. deposits use carefully regular                                      |
| 2           | ASIA    | c, special dependencies around                                                                                      | 22          | RUSSIA         | 3           | uctions. furiously unusual instructions sleep furiously ironic packages. slyly                                     |
| 2           | ASIA    | c, special dependencies around                                                                                      | 23          | UNITED KINGDOM | 3           | carefully pending courts sleep above the ironic, regular theo                                                      |
| 2           | ASIA    | c, special dependencies around                                                                                      | 4           | EGYPT          | 4           | usly ironic, pending foxes. even, special instructions nag. sly, final foxes detect slyly fluffily                 |
| 2           | ASIA    | c, special dependencies around                                                                                      | 6           | FRANCE         | 3           | oggedly. regular packages solve across                                                                             |
| 2           | ASIA    | c, special dependencies around                                                                                      | 7           | GERMANY        | 3           | ong the regular requests: blithely silent pinto beans hagg                                                         |
| 3           | EUROPE  | e dolphins are furiously about the carefully                                                                        | 10          | IRAN           | 4           | furiously idle platelets nag. express asymptotes s                                                                 |
| 3           | EUROPE  | e dolphins are furiously about the carefully                                                                        | 11          | IRAQ           | 4           | pendencies; slyly express foxes integrate carefully across the reg                                                 |
| 3           | EUROPE  | e dolphins are furiously about the carefully                                                                        | 13          | JORDAN         | 4           | the slyly regular ideas. silent Tiresias affix slyly fu                                                            |
| 3           | EUROPE  | e dolphins are furiously about the carefully                                                                        | 20          | SAUDI ARABIA   | 4           | se slyly across the blithely regular deposits. deposits use carefully regular                                      |
| 3           | EUROPE  | e dolphins are furiously about the carefully                                                                        | 4           | EGYPT          | 4           | usly ironic, pending foxes. even, special instructions nag. sly, final foxes detect slyly fluffily                 |
+-------------+---------+---------------------------------------------------------------------------------------------------------------------+-------------+----------------+-------------+--------------------------------------------------------------------------------------------------------------------+
