KENYA,1995,4691088.9270
KENYA,1994,4385145.3346
KENYA,1993,4476081.3819
KENYA,1992,5004447.1855
MOROCCO,1998,2375735.7888
MOROCCO,1997,3526250.7620
MOROCCO,1996,3783603.8195
MOROCCO,1995,2942704.3859
MOROCCO,1994,3974043.2963
MOROCCO,1993,3986470.8303
MOROCCO,1992,4528423.0019
MOZAMBIQUE,1998,2406242.8229
MOZAMBIQUE,1997,4778786.9841
MOZAMBIQUE,1996,4811252.3368
MOZAMBIQUE,1995,4287998.7569
MOZAMBIQUE,1994,4484064.2795
MOZAMBIQUE,1993,4201508.7119
MOZAMBIQUE,1992,4791609.8266
PERU,1998,2942616.1858
PERU,1997,4106368.7964
PERU,1996,4331433.7121
PERU,1995,4135211.7647
PERU,1994,4181587.6869
PERU,1993,3639692.8315
PERU,1992,4953791.1138
ROMANIA,1998,2638960.8577
ROMANIA,1997,4321210.7698
ROMANIA,1996,4411413.4724
ROMANIA,1995,3810955.9536
ROMANIA,1994,4217206.3351
ROMANIA,1993,4090508.0862
ROMANIA,1992,4029698.5009
RUSSIA,1998,2171552.5897
RUSSIA,1997,4643405.1068
RUSSIA,1996,4239025.2869
RUSSIA,1995,4431245.1297
RUSSIA,1994,4481450.0310
RUSSIA,1993,4725692.5927
RUSSIA,1992,3606788.0379
SAUDI ARABIA,1998,3000879.5000
SAUDI ARABIA,1997,3691053.6991
SAUDI ARABIA,1996,3926340.1528
SAUDI ARABIA,1995,3752821.7598
SAUDI ARABIA,1994,3987952.2756
SAUDI ARABIA,1993,3510528.7583
SAUDI ARABIA,1992,4348594.4137
UNITED KINGDOM,1998,2717913.3549
UNITED KINGDOM,1997,4508840.9679
UNITED KINGDOM,1996,4947557.4972
UNITED KINGDOM,1995,4407023.1024
UNITED KINGDOM,1994,4606985.9462
UNITED KINGDOM,1993,4384609.2638
UNITED KINGDOM,1992,4895602.9015
UNITED STATES,1998,3056228.3797
UNITED STATES,1997,5362332.5690
UNITED STATES,1996,4346181.3975
UNITED STATES,1995,4190232.4001
UNITED STATES,1994,4625599.9291
UNITED STATES,1993,4602536.1735
UNITED STATES,1992,5177079.8756
VIETNAM,1998,2089907.7855
VIETNAM,1997,3146285.1922
VIETNAM,1996,3720703.7192
VIETNAM,1995,3427483.5275
VIETNAM,1994,2953798.0774
VIETNAM,1993,3541162.2347
VIETNAM,1992,3051839.9428
